activity_id,date,deal_id,owner,activity_type,outcome,duration_min
ACT-000363,2025-02-10,D-00009,Bruno (AE),WhatsApp,Sent Proposal,0
ACT-000364,2025-06-28,D-00513,Bruno (AE),Email,No Answer,0
ACT-000365,2025-12-06,D-00365,Diego (AE),WhatsApp,Connected,0
ACT-000366,2025-04-10,D-00418,Carla (AE),Call,Demo Scheduled,24
ACT-000367,2026-01-18,D-00025,Carla (AE),WhatsApp,No Answer,0
ACT-000368,2025-12-22,D-00039,Bruno (AE),Call,Follow-up,15
ACT-000369,2025-12-05,D-00096,Eva (SDR),Demo,Demo Scheduled,23
ACT-000370,2026-02-17,D-00165,Diego (AE),Meeting,Follow-up,71
ACT-000371,2026-01-30,D-00350,Bruno (AE),WhatsApp,No Answer,0
ACT-000372,2025-09-14,D-00369,Ana (AE),Demo,No Answer,54
ACT-000373,2026-02-08,D-00245,Diego (AE),Demo,Follow-up,24
ACT-000374,2025-06-05,D-00510,Eva (SDR),WhatsApp,Connected,0
ACT-000375,2025-08-05,D-00317,Eva (SDR),Demo,Demo Scheduled,16
ACT-000376,2026-02-09,D-00511,Ana (AE),Email,Connected,0
ACT-000377,2025-11-22,D-00303,Eva (SDR),Call,Follow-up,50
ACT-000378,2025-07-05,D-00092,Eva (SDR),Call,Demo Scheduled,38
ACT-000379,2026-02-17,D-00485,Ana (AE),Email,Demo Scheduled,0
ACT-000380,2025-03-15,D-00144,Ana (AE),Demo,No Answer,51
ACT-000381,2025-04-08,D-00294,Bruno (AE),Email,Follow-up,0
ACT-000382,2026-02-14,D-00133,Carla (AE),Email,Demo Scheduled,0
ACT-000383,2025-09-06,D-00322,Ana (AE),Call,No Answer,62
ACT-000384,2025-12-16,D-00270,Ana (AE),Meeting,Follow-up,36
ACT-000385,2024-12-20,D-00009,Bruno (AE),Demo,Connected,25
ACT-000386,2025-02-01,D-00409,Carla (AE),Call,Demo Scheduled,16
ACT-000387,2025-12-24,D-00358,Carla (AE),Email,Follow-up,0
ACT-000388,2025-03-20,D-00477,Diego (AE),Call,Follow-up,55
ACT-000389,2025-11-14,D-00444,Eva (SDR),Email,Connected,0
ACT-000390,2025-04-10,D-00351,Carla (AE),Email,Follow-up,0
ACT-000391,2025-05-22,D-00488,Diego (AE),Email,Connected,0
ACT-000392,2026-02-16,D-00160,Ana (AE),Call,Connected,9
ACT-000393,2025-05-04,D-00390,Eva (SDR),Demo,No Answer,60
ACT-000394,2025-11-11,D-00485,Ana (AE),Call,Demo Scheduled,59
ACT-000395,2025-06-28,D-00277,Ana (AE),Meeting,Connected,13
ACT-000396,2025-12-22,D-00281,Eva (SDR),Call,Demo Scheduled,62
ACT-000397,2025-05-19,D-00430,Carla (AE),Call,Demo Scheduled,28
ACT-000398,2025-11-14,D-00056,Ana (AE),Demo,No Answer,43
ACT-000399,2025-03-24,D-00169,Bruno (AE),Email,No Answer,0
ACT-000400,2026-01-27,D-00487,Ana (AE),Meeting,Connected,60
ACT-000401,2025-09-18,D-00364,Ana (AE),Email,Connected,0
ACT-000402,2025-12-31,D-00204,Bruno (AE),WhatsApp,Follow-up,0
ACT-000403,2025-03-24,D-00149,Ana (AE),Meeting,Demo Scheduled,45
ACT-000404,2026-01-23,D-00015,Bruno (AE),Demo,Sent Proposal,68
ACT-000405,2025-10-29,D-00325,Carla (AE),WhatsApp,Follow-up,0
ACT-000406,2026-02-15,D-00270,Ana (AE),WhatsApp,Sent Proposal,0
ACT-000407,2025-11-13,D-00129,Diego (AE),Meeting,Follow-up,9
ACT-000408,2026-02-09,D-00224,Ana (AE),Demo,No Answer,74
ACT-000409,2026-02-17,D-00171,Carla (AE),Email,No Answer,0
ACT-000410,2025-04-22,D-00196,Bruno (AE),Demo,No Answer,51
ACT-000411,2026-01-11,D-00017,Ana (AE),Demo,Follow-up,20
ACT-000412,2025-08-09,D-00512,Bruno (AE),Email,No Answer,0
ACT-000413,2025-03-09,D-00437,Bruno (AE),Demo,No Answer,27
ACT-000414,2025-01-10,D-00470,Bruno (AE),Email,Follow-up,0
ACT-000415,2025-02-25,D-00167,Carla (AE),Email,Connected,0
ACT-000416,2025-03-20,D-00448,Eva (SDR),WhatsApp,Sent Proposal,0
ACT-000417,2025-12-03,D-00102,Carla (AE),WhatsApp,Connected,0
ACT-000418,2026-01-31,D-00017,Ana (AE),Demo,Connected,74
ACT-000419,2025-01-09,D-00103,Bruno (AE),Meeting,Demo Scheduled,42
ACT-000420,2025-06-27,D-00431,Ana (AE),Call,No Answer,53
ACT-000421,2024-11-02,D-00118,Bruno (AE),Demo,Sent Proposal,49
ACT-000422,2025-07-02,D-00476,Bruno (AE),Demo,Follow-up,55
ACT-000423,2025-09-30,D-00008,Carla (AE),WhatsApp,Follow-up,0
ACT-000424,2025-06-05,D-00275,Carla (AE),Email,Sent Proposal,0
ACT-000425,2025-03-26,D-00425,Carla (AE),Call,Sent Proposal,9
ACT-000426,2024-09-16,D-00016,Diego (AE),Call,No Answer,71
ACT-000427,2025-07-29,D-00326,Ana (AE),Call,Follow-up,60
ACT-000428,2025-10-26,D-00248,Bruno (AE),Demo,Connected,55
ACT-000429,2026-02-18,D-00053,Eva (SDR),Email,Sent Proposal,0
ACT-000430,2026-01-23,D-00400,Bruno (AE),Call,Sent Proposal,71
ACT-000431,2025-12-24,D-00163,Diego (AE),Call,Follow-up,21
ACT-000432,2025-09-24,D-00517,Ana (AE),Meeting,Demo Scheduled,38
ACT-000433,2025-12-10,D-00163,Diego (AE),Call,Connected,60
ACT-000434,2025-09-25,D-00012,Eva (SDR),WhatsApp,Connected,0
ACT-000435,2026-01-14,D-00081,Ana (AE),Call,Follow-up,63
ACT-000436,2025-10-10,D-00367,Diego (AE),Call,Demo Scheduled,43
ACT-000437,2025-03-02,D-00199,Bruno (AE),WhatsApp,Follow-up,0
ACT-000438,2025-06-10,D-00388,Bruno (AE),Meeting,Connected,23
ACT-000439,2025-09-25,D-00024,Bruno (AE),Demo,Connected,20
ACT-000440,2026-01-02,D-00110,Diego (AE),Email,Demo Scheduled,0
ACT-000441,2025-10-26,D-00096,Eva (SDR),Email,No Answer,0
ACT-000442,2025-04-24,D-00213,Diego (AE),Call,Demo Scheduled,57
ACT-000443,2025-03-14,D-00076,Bruno (AE),Demo,Connected,58
ACT-000444,2025-06-01,D-00385,Eva (SDR),Meeting,No Answer,25
ACT-000445,2025-09-08,D-00185,Carla (AE),Call,Connected,9
ACT-000446,2025-07-15,D-00121,Eva (SDR),Demo,No Answer,74
ACT-000447,2025-07-24,D-00006,Eva (SDR),Meeting,Connected,20
ACT-000448,2026-02-14,D-00198,Eva (SDR),Call,Connected,70
ACT-000449,2025-12-02,D-00157,Diego (AE),Demo,Connected,32
ACT-000450,2026-02-02,D-00031,Diego (AE),Call,Connected,21
ACT-000451,2025-06-08,D-00275,Carla (AE),Email,Sent Proposal,0
ACT-000452,2026-01-18,D-00357,Eva (SDR),Meeting,No Answer,68
ACT-000453,2025-02-02,D-00447,Ana (AE),Demo,Sent Proposal,37
ACT-000454,2025-04-26,D-00178,Carla (AE),Meeting,Demo Scheduled,40
ACT-000455,2025-07-27,D-00403,Carla (AE),Meeting,Demo Scheduled,44
ACT-000456,2024-11-28,D-00170,Ana (AE),Demo,No Answer,62
ACT-000457,2025-11-26,D-00434,Diego (AE),WhatsApp,Demo Scheduled,0
ACT-000458,2025-08-25,D-00111,Bruno (AE),Email,Connected,0
ACT-000459,2025-10-07,D-00362,Carla (AE),Demo,Demo Scheduled,62
ACT-000460,2025-09-20,D-00172,Carla (AE),Demo,Connected,57
ACT-000461,2026-02-01,D-00301,Diego (AE),WhatsApp,Follow-up,0
ACT-000462,2025-10-21,D-00361,Diego (AE),Call,Connected,46
ACT-000463,2024-12-08,D-00440,Bruno (AE),Email,Connected,0
ACT-000464,2025-01-15,D-00381,Ana (AE),Call,No Answer,6
ACT-000465,2026-01-29,D-00327,Carla (AE),Call,No Answer,64
ACT-000466,2025-03-27,D-00330,Diego (AE),Meeting,No Answer,32
ACT-000467,2024-12-24,D-00223,Bruno (AE),Meeting,Follow-up,14
ACT-000468,2026-02-15,D-00432,Carla (AE),WhatsApp,No Answer,0
ACT-000469,2025-03-03,D-00328,Ana (AE),Call,Demo Scheduled,68
ACT-000470,2025-12-21,D-00048,Eva (SDR),Email,Connected,0
ACT-000471,2025-02-26,D-00176,Diego (AE),Email,No Answer,0
ACT-000472,2025-01-16,D-00022,Eva (SDR),Call,Demo Scheduled,5
ACT-000473,2024-11-26,D-00473,Bruno (AE),Call,Sent Proposal,9
ACT-000474,2026-02-07,D-00041,Diego (AE),Meeting,Connected,17
ACT-000475,2025-12-08,D-00426,Carla (AE),Email,Demo Scheduled,0
ACT-000476,2025-06-11,D-00410,Eva (SDR),Meeting,No Answer,11
ACT-000477,2025-09-15,D-00403,Carla (AE),Meeting,No Answer,20
ACT-000478,2025-06-27,D-00383,Bruno (AE),Call,Connected,6
ACT-000479,2025-07-23,D-00143,Bruno (AE),Demo,Demo Scheduled,60
ACT-000480,2025-01-21,D-00232,Diego (AE),Call,Follow-up,52
ACT-000481,2025-06-27,D-00006,Eva (SDR),Email,Demo Scheduled,0
ACT-000482,2025-04-04,D-00114,Eva (SDR),Demo,Connected,47
ACT-000483,2025-03-23,D-00389,Ana (AE),Meeting,Sent Proposal,63
ACT-000484,2025-09-17,D-00123,Ana (AE),Email,Connected,0
ACT-000485,2025-08-14,D-00424,Diego (AE),Meeting,Follow-up,35
ACT-000486,2026-02-10,D-00490,Diego (AE),Demo,No Answer,66
ACT-000487,2025-01-01,D-00232,Diego (AE),Email,Connected,0
ACT-000488,2026-01-02,D-00085,Eva (SDR),Meeting,Demo Scheduled,31
ACT-000489,2025-10-25,D-00080,Ana (AE),Demo,Connected,6
ACT-000490,2026-01-15,D-00222,Ana (AE),WhatsApp,Connected,0
ACT-000491,2026-02-03,D-00108,Diego (AE),Call,Follow-up,72
ACT-000492,2025-10-05,D-00321,Ana (AE),WhatsApp,Follow-up,0
ACT-000493,2025-09-21,D-00517,Ana (AE),Demo,Connected,51
ACT-000494,2025-12-27,D-00395,Carla (AE),Demo,Follow-up,56
ACT-000495,2024-12-30,D-00193,Eva (SDR),Email,Connected,0
ACT-000496,2025-02-08,D-00315,Ana (AE),Meeting,Connected,18
ACT-000497,2025-12-07,D-00113,Bruno (AE),Call,No Answer,39
ACT-000498,2025-04-15,D-00030,Eva (SDR),Meeting,No Answer,38
ACT-000499,2025-06-10,D-00122,Carla (AE),Call,No Answer,24
ACT-000500,2025-04-01,D-00407,Eva (SDR),Email,No Answer,0
ACT-000501,2025-07-03,D-00452,Carla (AE),Email,Connected,0
ACT-000502,2026-02-12,D-00392,Ana (AE),Call,Connected,27
ACT-000503,2025-03-31,D-00283,Ana (AE),Meeting,Follow-up,18
ACT-000504,2025-05-09,D-00052,Eva (SDR),Demo,Connected,11
ACT-000505,2025-05-11,D-00037,Eva (SDR),Email,Connected,0
ACT-000506,2025-03-23,D-00104,Eva (SDR),Call,Follow-up,56
ACT-000507,2025-05-11,D-00402,Bruno (AE),Call,Follow-up,39
ACT-000508,2025-08-01,D-00508,Diego (AE),Call,Connected,41
ACT-000509,2025-08-26,D-00295,Ana (AE),Call,Follow-up,66
ACT-000510,2026-02-17,D-00313,Diego (AE),Call,No Answer,13
ACT-000511,2025-12-26,D-00171,Carla (AE),Email,No Answer,0
ACT-000512,2026-02-09,D-00014,Ana (AE),Email,Connected,0
ACT-000513,2025-06-11,D-00271,Diego (AE),Call,Demo Scheduled,6
ACT-000514,2025-11-10,D-00361,Diego (AE),Meeting,No Answer,36
ACT-000515,2025-08-11,D-00484,Eva (SDR),Call,Connected,42
ACT-000516,2025-07-28,D-00234,Carla (AE),Meeting,Demo Scheduled,17
ACT-000517,2024-12-04,D-00103,Bruno (AE),WhatsApp,No Answer,0
ACT-000518,2025-11-18,D-00503,Carla (AE),Demo,Connected,67
ACT-000519,2026-01-25,D-00260,Diego (AE),Email,Demo Scheduled,0
ACT-000520,2025-10-12,D-00309,Diego (AE),Demo,Demo Scheduled,66
ACT-000521,2026-01-26,D-00116,Carla (AE),Meeting,Follow-up,7
ACT-000522,2025-03-25,D-00152,Bruno (AE),Demo,Follow-up,23
ACT-000523,2026-01-24,D-00366,Ana (AE),Call,Follow-up,60
ACT-000524,2025-05-30,D-00369,Ana (AE),WhatsApp,Connected,0
ACT-000525,2025-05-16,D-00387,Bruno (AE),Demo,Demo Scheduled,74
ACT-000526,2025-12-06,D-00461,Eva (SDR),Call,Sent Proposal,49
ACT-000527,2025-12-13,D-00340,Bruno (AE),Meeting,Sent Proposal,40
ACT-000528,2025-05-05,D-00317,Eva (SDR),Call,Follow-up,48
ACT-000529,2025-03-30,D-00126,Carla (AE),WhatsApp,Follow-up,0
ACT-000530,2025-07-06,D-00356,Bruno (AE),Call,Connected,23
ACT-000531,2024-11-20,D-00478,Ana (AE),Meeting,Connected,25
ACT-000532,2025-07-19,D-00311,Carla (AE),Email,Demo Scheduled,0
ACT-000533,2025-01-04,D-00016,Diego (AE),Call,Connected,20
ACT-000534,2025-05-11,D-00055,Carla (AE),Email,No Answer,0
ACT-000535,2025-12-21,D-00001,Ana (AE),Email,No Answer,0
ACT-000536,2025-12-06,D-00291,Ana (AE),Meeting,Demo Scheduled,24
ACT-000537,2025-05-18,D-00089,Bruno (AE),Call,Follow-up,60
ACT-000538,2025-11-05,D-00083,Eva (SDR),Call,No Answer,50
ACT-000539,2025-04-03,D-00255,Diego (AE),Email,Sent Proposal,0
ACT-000540,2025-01-23,D-00101,Ana (AE),Demo,Follow-up,27
ACT-000541,2024-12-15,D-00447,Ana (AE),WhatsApp,Connected,0
ACT-000542,2025-05-05,D-00205,Bruno (AE),Call,Follow-up,43
ACT-000543,2025-12-01,D-00313,Diego (AE),Email,Sent Proposal,0
ACT-000544,2025-02-01,D-00473,Bruno (AE),Call,Demo Scheduled,60
ACT-000545,2025-12-14,D-00099,Carla (AE),Meeting,Follow-up,69
ACT-000546,2025-12-21,D-00367,Diego (AE),Email,No Answer,0
ACT-000547,2025-08-13,D-00421,Ana (AE),Call,Follow-up,58
ACT-000548,2026-01-12,D-00091,Bruno (AE),Meeting,No Answer,36
ACT-000549,2025-02-21,D-00383,Bruno (AE),Meeting,Demo Scheduled,42
ACT-000550,2025-04-16,D-00055,Carla (AE),Call,Follow-up,64
ACT-000551,2026-01-19,D-00472,Eva (SDR),Call,Connected,18
ACT-000552,2025-10-31,D-00342,Bruno (AE),Call,Connected,66
ACT-000553,2026-02-11,D-00340,Bruno (AE),Call,Follow-up,70
ACT-000554,2025-02-27,D-00055,Carla (AE),Meeting,Follow-up,68
ACT-000555,2025-08-14,D-00140,Eva (SDR),Demo,Follow-up,24
ACT-000556,2025-12-26,D-00309,Diego (AE),Email,Sent Proposal,0
ACT-000557,2025-05-30,D-00007,Eva (SDR),Meeting,Connected,13
ACT-000558,2026-01-03,D-00001,Ana (AE),Meeting,Connected,17
ACT-000559,2026-01-20,D-00254,Carla (AE),Call,Connected,69
ACT-000560,2026-01-13,D-00455,Bruno (AE),Call,Connected,56
ACT-000561,2025-04-24,D-00496,Ana (AE),WhatsApp,Demo Scheduled,0
ACT-000562,2025-03-07,D-00267,Bruno (AE),Meeting,Demo Scheduled,20
ACT-000563,2025-11-21,D-00443,Diego (AE),Meeting,Connected,35
ACT-000564,2025-01-23,D-00175,Carla (AE),WhatsApp,Follow-up,0
ACT-000565,2025-08-23,D-00488,Diego (AE),Email,Follow-up,0
ACT-000566,2025-10-31,D-00505,Ana (AE),Meeting,No Answer,18
ACT-000567,2025-07-03,D-00476,Bruno (AE),WhatsApp,Connected,0
ACT-000568,2025-11-25,D-00291,Ana (AE),Call,No Answer,43
ACT-000569,2025-06-15,D-00035,Carla (AE),Email,Sent Proposal,0
ACT-000570,2025-05-30,D-00364,Ana (AE),Email,Follow-up,0
ACT-000571,2024-11-23,D-00284,Bruno (AE),Demo,No Answer,69
ACT-000572,2025-10-10,D-00216,Diego (AE),Demo,Follow-up,70
ACT-000573,2025-11-13,D-00065,Eva (SDR),Meeting,No Answer,48
ACT-000574,2025-01-28,D-00471,Ana (AE),Email,Demo Scheduled,0
ACT-000575,2025-06-25,D-00311,Carla (AE),Call,Demo Scheduled,66
ACT-000576,2026-02-02,D-00386,Ana (AE),Meeting,Connected,69
ACT-000577,2024-11-26,D-00266,Bruno (AE),Meeting,Follow-up,49
ACT-000578,2025-06-28,D-00414,Eva (SDR),Call,Demo Scheduled,25
ACT-000579,2024-10-30,D-00238,Diego (AE),Meeting,No Answer,65
ACT-000580,2025-07-02,D-00332,Carla (AE),Demo,Demo Scheduled,35
ACT-000581,2026-01-29,D-00108,Diego (AE),WhatsApp,No Answer,0
ACT-000582,2025-05-20,D-00431,Ana (AE),Call,Connected,9
ACT-000583,2026-02-11,D-00075,Carla (AE),WhatsApp,Follow-up,0
ACT-000584,2026-01-24,D-00031,Diego (AE),Email,Follow-up,0
ACT-000585,2025-05-23,D-00387,Bruno (AE),Demo,Follow-up,30
ACT-000586,2026-01-18,D-00201,Bruno (AE),Email,Follow-up,0
ACT-000587,2024-12-13,D-00231,Eva (SDR),WhatsApp,No Answer,0
ACT-000588,2025-02-03,D-00197,Eva (SDR),Meeting,Follow-up,17
ACT-000589,2025-05-16,D-00209,Ana (AE),WhatsApp,Demo Scheduled,0
ACT-000590,2025-07-21,D-00369,Ana (AE),Meeting,Demo Scheduled,48
ACT-000591,2025-09-07,D-00190,Diego (AE),Email,Demo Scheduled,0
ACT-000592,2025-11-17,D-00486,Ana (AE),Email,Follow-up,0
ACT-000593,2026-02-03,D-00142,Carla (AE),Email,Follow-up,0
ACT-000594,2026-02-06,D-00073,Ana (AE),Call,Demo Scheduled,43
ACT-000595,2025-02-11,D-00104,Eva (SDR),Email,Connected,0
ACT-000596,2024-09-30,D-00339,Bruno (AE),Call,Sent Proposal,37
ACT-000597,2026-01-20,D-00400,Bruno (AE),Email,Demo Scheduled,0
ACT-000598,2025-06-29,D-00162,Eva (SDR),Call,Follow-up,71
ACT-000599,2025-07-28,D-00513,Bruno (AE),Email,Connected,0
ACT-000600,2025-08-19,D-00114,Eva (SDR),Email,Sent Proposal,0
ACT-000601,2025-12-14,D-00270,Ana (AE),Call,No Answer,30
ACT-000602,2026-02-18,D-00343,Diego (AE),WhatsApp,Connected,0
ACT-000603,2025-04-16,D-00338,Bruno (AE),Call,Connected,9
ACT-000604,2024-09-22,D-00355,Ana (AE),Demo,Follow-up,15
ACT-000605,2025-10-12,D-00491,Carla (AE),Email,Connected,0
ACT-000606,2025-04-21,D-00037,Eva (SDR),Meeting,Follow-up,60
ACT-000607,2026-01-29,D-00490,Diego (AE),WhatsApp,Demo Scheduled,0
ACT-000608,2025-03-21,D-00234,Carla (AE),Demo,Connected,30
ACT-000609,2025-01-17,D-00389,Ana (AE),Meeting,Connected,53
ACT-000610,2025-11-08,D-00129,Diego (AE),WhatsApp,Follow-up,0
ACT-000611,2025-07-01,D-00119,Bruno (AE),Call,Follow-up,52
ACT-000612,2025-08-30,D-00361,Diego (AE),Email,Sent Proposal,0
ACT-000613,2024-11-05,D-00244,Ana (AE),Call,Connected,57
ACT-000614,2025-11-10,D-00047,Bruno (AE),Demo,Connected,12
ACT-000615,2024-10-09,D-00079,Diego (AE),Call,Connected,10
ACT-000616,2025-08-31,D-00322,Ana (AE),Meeting,Demo Scheduled,42
ACT-000617,2026-02-12,D-00133,Carla (AE),Email,Connected,0
ACT-000618,2024-10-14,D-00079,Diego (AE),Email,Follow-up,0
ACT-000619,2025-12-10,D-00507,Diego (AE),Demo,Demo Scheduled,61
ACT-000620,2025-04-28,D-00310,Diego (AE),WhatsApp,Connected,0
ACT-000621,2025-01-18,D-00251,Ana (AE),Demo,No Answer,74
ACT-000622,2025-09-04,D-00516,Ana (AE),Call,Sent Proposal,67
ACT-000623,2025-12-25,D-00287,Ana (AE),Call,Connected,71
ACT-000624,2025-11-17,D-00237,Carla (AE),WhatsApp,Connected,0
ACT-000625,2024-10-18,D-00382,Ana (AE),Call,Connected,61
ACT-000626,2024-12-15,D-00465,Eva (SDR),Call,Demo Scheduled,39
ACT-000627,2026-02-02,D-00285,Eva (SDR),Email,Demo Scheduled,0
ACT-000628,2026-01-13,D-00087,Ana (AE),Email,Follow-up,0
ACT-000629,2025-06-14,D-00508,Diego (AE),Demo,No Answer,10
ACT-000630,2026-01-13,D-00230,Bruno (AE),Email,Follow-up,0
ACT-000631,2025-08-30,D-00054,Eva (SDR),Call,Demo Scheduled,8
ACT-000632,2025-09-26,D-00345,Bruno (AE),WhatsApp,Follow-up,0
ACT-000633,2026-01-02,D-00029,Diego (AE),WhatsApp,Follow-up,0
ACT-000634,2025-06-10,D-00438,Diego (AE),WhatsApp,Follow-up,0
ACT-000635,2026-01-09,D-00295,Ana (AE),Email,Follow-up,0
ACT-000636,2024-11-12,D-00267,Bruno (AE),Demo,No Answer,35
ACT-000637,2025-03-06,D-00136,Ana (AE),Email,Follow-up,0
ACT-000638,2025-11-11,D-00281,Eva (SDR),Demo,Demo Scheduled,42
ACT-000639,2025-08-19,D-00346,Ana (AE),Email,Follow-up,0
ACT-000640,2025-12-11,D-00371,Ana (AE),Meeting,Demo Scheduled,6
ACT-000641,2026-02-04,D-00128,Ana (AE),Meeting,No Answer,38
ACT-000642,2025-12-25,D-00184,Bruno (AE),Email,No Answer,0
ACT-000643,2024-10-22,D-00478,Ana (AE),Demo,No Answer,32
ACT-000644,2025-02-21,D-00419,Bruno (AE),Meeting,Connected,75
ACT-000645,2025-06-19,D-00322,Ana (AE),Email,Connected,0
ACT-000646,2025-01-21,D-00283,Ana (AE),Demo,Connected,27
ACT-000647,2025-04-21,D-00151,Carla (AE),Meeting,Connected,9
ACT-000648,2025-04-12,D-00189,Bruno (AE),Demo,Follow-up,10
ACT-000649,2025-03-31,D-00234,Carla (AE),Demo,Sent Proposal,37
ACT-000650,2026-02-04,D-00017,Ana (AE),WhatsApp,Demo Scheduled,0
ACT-000651,2025-06-08,D-00046,Carla (AE),Call,Connected,69
ACT-000652,2025-12-26,D-00455,Bruno (AE),Meeting,Connected,46
ACT-000653,2025-01-26,D-00381,Ana (AE),Call,No Answer,41
ACT-000654,2025-06-13,D-00147,Eva (SDR),Email,Demo Scheduled,0
ACT-000655,2026-02-15,D-00344,Ana (AE),Demo,No Answer,42
ACT-000656,2025-07-20,D-00032,Carla (AE),Email,Connected,0
ACT-000657,2025-11-04,D-00154,Carla (AE),Call,Follow-up,45
ACT-000658,2025-04-19,D-00353,Carla (AE),Email,Follow-up,0
ACT-000659,2025-09-11,D-00154,Carla (AE),WhatsApp,Follow-up,0
ACT-000660,2026-02-15,D-00080,Ana (AE),Demo,Connected,69
ACT-000661,2026-01-24,D-00429,Ana (AE),WhatsApp,Demo Scheduled,0
ACT-000662,2026-02-18,D-00053,Eva (SDR),Email,Follow-up,0
ACT-000663,2025-07-15,D-00452,Carla (AE),Email,Demo Scheduled,0
ACT-000664,2025-11-01,D-00301,Diego (AE),Email,Demo Scheduled,0
ACT-000665,2025-12-06,D-00371,Ana (AE),Email,Follow-up,0
ACT-000666,2025-05-11,D-00119,Bruno (AE),Email,Sent Proposal,0
ACT-000667,2025-03-08,D-00420,Diego (AE),Call,Follow-up,14
ACT-000668,2026-01-29,D-00371,Ana (AE),Email,Connected,0
ACT-000669,2026-01-04,D-00429,Ana (AE),Meeting,Demo Scheduled,21
ACT-000670,2024-12-19,D-00251,Ana (AE),Meeting,Follow-up,38
ACT-000671,2025-03-24,D-00294,Bruno (AE),Email,Connected,0
ACT-000672,2026-02-13,D-00432,Carla (AE),Demo,Follow-up,30
ACT-000673,2025-10-18,D-00185,Carla (AE),Call,Connected,38
ACT-000674,2025-05-12,D-00482,Bruno (AE),Call,Connected,60
ACT-000675,2026-01-31,D-00025,Carla (AE),Call,Connected,70
ACT-000676,2025-06-23,D-00398,Eva (SDR),Email,No Answer,0
ACT-000677,2025-08-20,D-00248,Bruno (AE),Call,Demo Scheduled,48
ACT-000678,2025-04-03,D-00111,Bruno (AE),Call,Sent Proposal,62
ACT-000679,2025-06-02,D-00419,Bruno (AE),WhatsApp,No Answer,0
ACT-000680,2025-10-04,D-00489,Bruno (AE),WhatsApp,Follow-up,0
ACT-000681,2026-01-03,D-00086,Carla (AE),Demo,Follow-up,52
ACT-000682,2025-02-21,D-00465,Eva (SDR),Email,Connected,0
ACT-000683,2026-02-18,D-00287,Ana (AE),WhatsApp,Connected,0
ACT-000684,2025-02-09,D-00506,Bruno (AE),Call,Follow-up,72
ACT-000685,2025-01-08,D-00437,Bruno (AE),Email,No Answer,0
ACT-000686,2024-12-31,D-00183,Eva (SDR),Call,Sent Proposal,31
ACT-000687,2025-04-30,D-00441,Eva (SDR),Email,Demo Scheduled,0
ACT-000688,2025-06-28,D-00322,Ana (AE),Email,Connected,0
ACT-000689,2025-11-04,D-00295,Ana (AE),Email,Connected,0
ACT-000690,2025-07-17,D-00174,Carla (AE),Demo,Connected,18
ACT-000691,2024-12-16,D-00238,Diego (AE),Call,Connected,70
ACT-000692,2024-10-16,D-00173,Carla (AE),Meeting,Connected,74
ACT-000693,2025-02-21,D-00200,Carla (AE),Email,Demo Scheduled,0
ACT-000694,2024-11-06,D-00379,Bruno (AE),Email,Sent Proposal,0
ACT-000695,2025-02-17,D-00437,Bruno (AE),Meeting,Demo Scheduled,42
ACT-000696,2025-11-06,D-00113,Bruno (AE),Email,No Answer,0
ACT-000697,2025-12-22,D-00270,Ana (AE),Demo,Sent Proposal,19
ACT-000698,2025-06-01,D-00363,Bruno (AE),WhatsApp,Connected,0
ACT-000699,2026-02-13,D-00077,Eva (SDR),Call,No Answer,63
ACT-000700,2025-01-29,D-00076,Bruno (AE),Demo,Connected,17
ACT-000701,2025-06-22,D-00326,Ana (AE),WhatsApp,Follow-up,0
ACT-000702,2025-05-24,D-00037,Eva (SDR),Call,Connected,53
ACT-000703,2025-09-27,D-00226,Ana (AE),Email,Connected,0
ACT-000704,2025-11-30,D-00192,Eva (SDR),Email,Connected,0
ACT-000705,2026-02-06,D-00091,Bruno (AE),Demo,Follow-up,5
ACT-000706,2025-07-18,D-00445,Ana (AE),Email,Follow-up,0
ACT-000707,2024-12-04,D-00183,Eva (SDR),Email,Connected,0
ACT-000708,2025-09-15,D-00390,Eva (SDR),Call,No Answer,72
ACT-000709,2025-09-08,D-00185,Carla (AE),WhatsApp,Demo Scheduled,0
ACT-000710,2025-11-23,D-00497,Eva (SDR),WhatsApp,No Answer,0
ACT-000711,2026-02-05,D-00366,Ana (AE),Email,Connected,0
ACT-000712,2026-01-27,D-00116,Carla (AE),Email,No Answer,0
ACT-000713,2026-02-18,D-00254,Carla (AE),Email,Connected,0
ACT-000714,2026-01-25,D-00327,Carla (AE),Call,Follow-up,21
ACT-000715,2025-07-11,D-00496,Ana (AE),Meeting,Follow-up,8
ACT-000716,2025-11-10,D-00298,Ana (AE),Meeting,Demo Scheduled,57
ACT-000717,2025-11-21,D-00063,Diego (AE),WhatsApp,Connected,0
ACT-000718,2025-08-18,D-00326,Ana (AE),Email,No Answer,0
ACT-000719,2025-03-21,D-00409,Carla (AE),Demo,Connected,33
ACT-000720,2025-09-06,D-00348,Diego (AE),Email,No Answer,0
ACT-000721,2026-02-09,D-00171,Carla (AE),Call,Follow-up,47
ACT-000722,2026-02-17,D-00133,Carla (AE),Call,Follow-up,53
ACT-000723,2026-02-17,D-00093,Eva (SDR),WhatsApp,Sent Proposal,0
ACT-000724,2025-10-12,D-00065,Eva (SDR),Meeting,No Answer,30
ACT-000725,2026-02-18,D-00161,Carla (AE),Email,Follow-up,0
ACT-000726,2025-10-14,D-00298,Ana (AE),Demo,No Answer,32
